s_sd_Canonical\_QSARr,s_m_title,HumDockScore,RatDockScore,ChimpDockScore,AVG,bindingClass,P_Act_dockChimp,P_Inact,PredBayes,ratio,cas,casrn,cid,gsid,dsstox_substance_id,preferred_name,Canonical_QSARr,InChI_Code_QSARr,InChI Key_QSARr,BindingClass,avgD_Act,avgD_Inact,PredBindingClass,predMLogR
NC=O,75-12-7,-2.271160692,-2.885107405,-2.620494402,-2.592254167,0,0.001073371,0.049511405,0,0.021679264,75-12-7,75-12-7,5337,25337,DTXSID8025337,Formamide,NC=O,"InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)",ZHNUHDYFZUAESO-UHFFFAOYSA-N,0,0.979,0.9666,0.002466884,0
COc1cc(ccc1N)[N+]([O-])=O,97-52-9,-4.578022107,-6.747881743,-2.564485381,-4.630129744,0,0.000977056,0.047246553,0,0.020679934,97-52-9,97-52-9,18700,38700,DTXSID0038700,2-Methoxy-4-nitroaniline,COc1cc(ccc1N)[N+]([O-])=O,"InChI=1S/C7H8N2O3/c1-12-7-4-5(9(10)11)2-3-6(7)8/h2-4H,8H2,1H3",GVBHRNIWBGTNQA-UHFFFAOYSA-N,0,0.8858,0.8866,0.104091983,0
CCN(CC)N=O,55-18-5,-2.623229009,-2.580663256,-2.555301553,-2.586397939,0,0.000962032,0.046881726,0,0.020520415,55-18-5,55-18-5,1028,21028,DTXSID2021028,N-Nitrosodiethylamine,CCN(CC)N=O,"InChI=1S/C4H10N2O/c1-3-6(4-2)5-7/h3-4H2,1-2H3",WBNQDOYYEUMPFS-UHFFFAOYSA-N,0,0.9444,0.9262,0.005090768,0
CCCOCCO,2807-30-9,-2.49207019,-2.146750472,-2.516758048,-2.385192903,0,0.00090124,0.045370725,0,0.01986391,2807-30-9,2807-30-9,7500,27500,DTXSID1027500,2-Propoxyethanol,CCCOCCO,"InChI=1S/C5H12O2/c1-2-4-7-5-3-6/h6H,2-5H2,1H3",YEYKMVJDLWJFOA-UHFFFAOYSA-N,0,0.9434,0.9173,0.003139873,0
N[n]1c[n][n]c1,584-13-4,-2.615012114,-2.540236897,-2.484933098,-2.54672737,0,0.000853697,0.044147646,0,0.019337307,584-13-4,584-13-4,13058,33058,DTXSID9033058,"4-Amino-1,2,4-triazole",N[n]1c[n][n]c1,"InChI=1S/C2H4N4/c3-6-1-4-5-2-6/h1-2H,3H2",FMCUPJKTGNBGEC-UHFFFAOYSA-N,0,0.9682,0.9692,0.008830854,0
O=S1(=O)CCCO1,1120-71-4,-2.580526348,-2.605424909,-2.475699988,-2.553883748,0,0.000840336,0.04379696,0,0.019187091,1120-71-4,1120-71-4,1195,21195,DTXSID8021195,"1,3-Propane sultone",O=S1(=O)CCCO1,InChI=1S/C3H6O3S/c4-7(5)3-1-2-6-7/h1-3H2,FSSPGSAQUIYDCN-UHFFFAOYSA-N,0,0.9721,0.9702,0.006461914,0
CCOS(=O)(=O)OCC,64-67-5,-2.697630975,-2.557198384,-2.475419753,-2.576749704,0,0.000839934,0.043786345,0,0.01918255,64-67-5,64-67-5,4045,24045,DTXSID1024045,Diethyl sulfate,CCOS(=O)(=O)OCC,"InChI=1S/C4H10O4S/c1-3-7-9(5,6)8-4-2/h3-4H2,1-2H3",DENRZWYUOJLTMF-UHFFFAOYSA-N,0,0.9404,0.9176,0.004355616,0
NCCOCCOCCN,929-59-9,-2.745486788,-2.786040589,-2.460654358,-2.664060579,0,0.000818972,0.04322951,0,0.018944743,929-59-9,929-59-9,24742,44742,DTXSID9044742,"2,2'-[Ethane-1,2-diylbis(oxy)]diethanamine",NCCOCCOCCN,InChI=1S/C6H16N2O2/c7-1-3-9-5-6-10-4-2-8/h1-8H2,IWBOPFCKHIJFMS-UHFFFAOYSA-N,0,0.9757,0.9591,0.00217428,0
NC(=O)N=NC(N)=O,123-77-3,-2.768709767,-2.876712219,-2.418399322,-2.687940436,0,0.000761587,0.041662376,0,0.018279962,123-77-3,123-77-3,4553,24553,DTXSID0024553,Azodicarbonamide,NC(=O)N=NC(N)=O,"InChI=1S/C2H4N4O2/c3-1(7)5-6-2(4)8/h(H2,3,7)(H2,4,8)/b6-5+",XOZUGNYVDXMRKW-AATRIKPKSA-N,0,0.9679,0.9464,0.002029936,0
OCCOCCOCCOCCO,112-60-7,-1.498423059,-1.994851425,-2.393467865,-1.96224745,0,0.00072947,0.040756063,0,0.017898449,112-60-7,112-60-7,6922,26922,DTXSID9026922,Tetraethylene glycol,OCCOCCOCCOCCO,"InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2",UWHCKJMYHZGTIT-UHFFFAOYSA-N,0,0.9656,0.9451,0.002350481,0
CC(=O)N(C)C,127-19-5,-1.95960379,-1.93291497,-2.345283396,-2.079267385,0,0.000670874,0.039042921,0,0.017182974,127-19-5,127-19-5,499,20499,DTXSID5020499,"N,N-Dimethylacetamide",CC(=O)N(C)C,InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,FXHOOIRPVKKKFG-UHFFFAOYSA-N,0,0.9467,0.9242,0.003783839,0
CCCCCC(O)=O,142-62-1,-4.379835779,-4.481084447,-2.317867102,-3.726262442,0,0.000639483,0.038090734,0,0.016788404,142-62-1,142-62-1,1607,21607,DTXSID7021607,Hexanoic acid,CCCCCC(O)=O,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)",FUZZWVXGSFPDMH-UHFFFAOYSA-N,0,0.9148,0.8752,0.003329655,0
C=CCO,107-18-6,-1.425222632,-1.61126821,-2.315764322,-1.784085055,0,0.000637131,0.038018378,0,0.016758508,107-18-6,107-18-6,44,20044,DTXSID8020044,Allyl alcohol,C=CCO,"InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2",XXROGKLTLUQVRX-UHFFFAOYSA-N,0,0.9701,0.9568,0.00337083,0
CCCOC(=O)NCCCN(C)C,25606-41-1,-2.720421171,-2.530490492,-2.313915505,-2.521609056,0,0.00063507,0.037954839,0,0.016732266,25606-41-1,25606-41-1,14849,34849,DTXSID6034849,Propamocarb hydrochloride,CCCOC(=O)NCCCN(C)C,"InChI=1S/C9H20N2O2/c1-4-8-13-9(12)10-6-5-7-11(2)3/h4-8H2,1-3H3,(H,10,12)",WZZLDXDUQPOXNW-UHFFFAOYSA-N,0,0.9141,0.8928,0.011508513,0
OC(=O)CN(CC(O)=O)CC(O)=O,139-13-9,-4.483435051,-4.521230521,-2.284948241,-3.763204604,0,0.000603567,0.036968983,0,0.016326298,139-13-9,139-13-9,939,20939,DTXSID6020939,Nitrilotriacetic acid,OC(=O)CN(CC(O)=O)CC(O)=O,"InChI=1S/C6H9NO6/c8-4(9)1-7(2-5(10)11)3-6(12)13/h1-3H2,(H,8,9)(H,10,11)(H,12,13)",MGFYIUFZLHCRTH-UHFFFAOYSA-N,0,0.9435,0.9212,0.004311725,0
CN=C=S,556-61-6,-2.312097018,-2.305000842,-2.258634519,-2.291910793,0,0.000576194,0.036089152,0,0.015965852,556-61-6,556-61-6,7204,27204,DTXSID2027204,Methyl isothiocyanate,CN=C=S,InChI=1S/C2H3NS/c1-3-2-4/h1H3,LGDSHSYDSCRFAB-UHFFFAOYSA-N,0,0.9746,0.9695,0.005131668,0
C=CC(N)=O,79-06-1,-2.17692394,-2.315036321,-2.223691463,-2.238550575,0,0.0005416,0.034943812,0,0.01549917,79-06-1,79-06-1,27,20027,DTXSID5020027,Acrylamide,C=CC(N)=O,"InChI=1S/C3H5NO/c1-2-3(4)5/h2H,1H2,(H2,4,5)",HRPVXLWXLXDGHG-UHFFFAOYSA-N,0,0.9662,0.9438,0.002127519,0
COCCOCCOCCO,112-35-6,-0.716074016,-1.082919622,-2.222114808,-1.340369482,0,0.000540085,0.034892751,0,0.01547843,112-35-6,112-35-6,6912,26912,DTXSID5026912,2-[2-(2-Methoxyethoxy)ethoxy]ethanol,COCCOCCOCCO,"InChI=1S/C7H16O4/c1-9-4-5-11-7-6-10-3-2-8/h8H,2-7H2,1H3",JLGLQAWTXXGVEM-UHFFFAOYSA-N,0,0.9483,0.9282,0.004363504,0
CN(C)C(=O)Cl,79-44-7,-1.812651656,0.18934243,-2.198397334,-1.273902187,0,0.000517757,0.034131047,0,0.015169678,79-44-7,79-44-7,512,20512,DTXSID1020512,Dimethylcarbamoyl chloride,CN(C)C(=O)Cl,InChI=1S/C3H6ClNO/c1-5(2)3(4)6/h1-2H3,YIIMEMSDCNDGTB-UHFFFAOYSA-N,0,0.9421,0.924,0.006095749,0
OCCNCCO,111-42-2,-2.391036618,-2.783402428,-2.167574563,-2.44733787,0,0.000490004,0.033159045,0,0.014777389,111-42-2,111-42-2,1932,21932,DTXSID3021932,Diethanolamine,OCCNCCO,"InChI=1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2",ZBCBWPMODOFKDW-UHFFFAOYSA-N,0,0.9684,0.9583,0.004574991,0
CS(C)=O,67-68-5,-2.237218184,-2.267768123,-2.156175402,-2.220387236,0,0.000480091,0.03280467,0,0.014634829,67-68-5,67-68-5,1735,21735,DTXSID2021735,Dimethyl sulfoxide,CS(C)=O,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,0,0.966,0.9515,0.003689983,0
O=CCCl,107-20-0,-1.414129441,-1.451048851,-2.101346555,-1.655508282,0,0.00043493,0.03113837,0,0.013967649,107-20-0,107-20-0,292,20292,DTXSID4020292,Chloroacetaldehyde,O=CCCl,"InChI=1S/C2H3ClO/c3-1-2-4/h2H,1H2",QSKPIOLLBIHNAC-UHFFFAOYSA-N,0,0.96,0.9491,0.005740605,0
OC(=O)CCC(O)=O,110-15-6,-3.923292078,-4.020805504,-2.079784671,-3.341294084,0,0.000418265,0.030500296,0,0.013713481,110-15-6,110-15-6,3602,23602,DTXSID6023602,Butanedioic acid,OC(=O)CCC(O)=O,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",KDYFGRWQOYBRFD-UHFFFAOYSA-N,0,0.9431,0.9129,0.002712848,0
C=CC#N,107-13-1,-1.670469822,-1.845253207,-2.047878565,-1.854533864,0,0.000394681,0.029573775,0,0.013345631,107-13-1,107-13-1,29,20029,DTXSID5020029,Acrylonitrile,C=CC#N,"InChI=1S/C3H3N/c1-2-3-4/h2H,1H2",NLHHRLWOUZZQLW-UHFFFAOYSA-N,0,0.9884,0.9881,0.004817635,0
N#CSCSC#N,6317-18-6,-1.793784626,0,-2.007830084,-1.267204903,1,0.00036681,0.028440395,0,0.012897501,6317-18-6,6317-18-6,5599,25599,DTXSID8025599,Methylene bis(thiocyanate),N#CSCSC#N,InChI=1S/C3H2N2S2/c4-1-6-3-7-2-5/h3H2,JWZXKXIUSSIAMR-UHFFFAOYSA-N,1,0.9723,0.9738,0.009085419,0
C=CC(=O)NCNC(=O)C=C,110-26-9,-1.539395834,-2.068314622,-1.993205819,-1.866972092,0,0.000357093,0.028034667,0,0.012737546,110-26-9,110-26-9,5595,25595,DTXSID8025595,"N,N'-Methylenebisacrylamide",C=CC(=O)NCNC(=O)C=C,"InChI=1S/C7H10N2O2/c1-3-6(10)8-5-9-7(11)4-2/h3-4H,1-2,5H2,(H,8,10)(H,9,11)",ZIUHHBKFKCYYJD-UHFFFAOYSA-N,0,0.955,0.9355,0.003881743,0
CNC(C)=O,79-16-3,-1.954577367,-2.129098997,-1.920478597,-2.001384987,0,0.000312197,0.026080806,0,0.01197037,79-16-3,79-16-3,27167,47167,DTXSID0047167,N-Methylacetamide,CNC(C)=O,"InChI=1S/C3H7NO/c1-3(5)4-2/h1-2H3,(H,4,5)",OHLUUHNLEMFGTQ-UHFFFAOYSA-N,0,0.9456,0.9224,0.004141136,0
CN(C)C=O,68-12-2,-1.224653607,-1.380475151,-1.886969382,-1.497366047,0,0.000293317,0.025215864,0,0.011632238,68-12-2,68-12-2,515,20515,DTXSID6020515,"N,N-Dimethylformamide",CN(C)C=O,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",ZMXDDKWLCZADIW-UHFFFAOYSA-N,0,0.9593,0.9445,0.0047409,0
CN(C)C,75-50-3,-1.924147021,0,-1.862353048,-1.26216669,0,0.000280126,0.02459444,0,0.011389794,75-50-3,75-50-3,6238,26238,DTXSID2026238,Trimethylamine,CN(C)C,InChI=1S/C3H9N/c1-4(2)3/h1-3H3,GETQZCLCWQTVFV-UHFFFAOYSA-N,0,0.9731,0.9648,0.004757774,0
COCCOCCOC,111-96-6,-1.998573313,-1.963720714,-1.857668637,-1.939987555,0,0.000277678,0.024477516,0,0.011344219,111-96-6,111-96-6,4621,24621,DTXSID1024621,Bis(2-methoxyethyl) ether,COCCOCCOC,"InChI=1S/C6H14O3/c1-7-3-5-9-6-4-8-2/h3-6H2,1-2H3",SBZXBUIDTXKZTM-UHFFFAOYSA-N,0,0.956,0.9369,0.003971942,0
COS(C)(=O)=O,66-27-3,-1.766159399,-1.778143898,-1.846953924,-1.79708574,0,0.000272155,0.024211663,0,0.011240643,66-27-3,66-27-3,845,20845,DTXSID7020845,Methyl methanesulfonate,COS(C)(=O)=O,"InChI=1S/C2H6O3S/c1-5-6(2,3)4/h1-2H3",MBABOKRGFJTBAE-UHFFFAOYSA-N,0,0.9528,0.9363,0.005234935,0
OCCCCO,110-63-4,-2.068396809,-2.102189644,-1.725063188,-1.965216547,0,0.00021608,0.021340411,0,0.01012538,110-63-4,110-63-4,4666,24666,DTXSID2024666,"1,4-Butanediol",OCCCCO,"InChI=1S/C4H10O2/c5-3-1-2-4-6/h5-6H,1-4H2",WERYXYBDKMZEQL-UHFFFAOYSA-N,0,0.9622,0.9418,0.003069258,0
NCCN,5700-49-2,-1.782659339,-2.142552928,-1.709554143,-1.87825547,0,0.000209769,0.020994854,0,0.009991459,5700-49-2,5700-49-2,24570,44570,DTXSID5044570,"1,2-Ethanediamine dihydriodide",NCCN,InChI=1S/C2H8N2/c3-1-2-4/h1-4H2,PIICEJLVQHRZGT-UHFFFAOYSA-N,0,0.9843,0.9715,0.00254586,0
COCCl,107-30-2,-1.357402455,-1.349706232,-1.625391258,-1.444166648,0,0.000178404,0.019194958,0,0.009294293,107-30-2,107-30-2,307,20307,DTXSID6020307,Chloromethyl methyl ether,COCCl,"InChI=1S/C2H5ClO/c1-4-2-3/h2H2,1H3",XJUZRXYOEPSWMB-UHFFFAOYSA-N,0,0.9452,0.9329,0.009133109,0
CCN(CCO)CCO,139-87-7,-3.432076847,-3.474481452,-1.587651387,-2.831403229,0,0.000165805,0.01842829,0,0.008997303,139-87-7,139-87-7,21955,41955,DTXSID8041955,Ethyl diethanolamine,CCN(CCO)CCO,"InChI=1S/C6H15NO2/c1-2-7(3-5-8)4-6-9/h8-9H,2-6H2,1H3",AKNUHUCEWALCOI-UHFFFAOYSA-N,0,0.9442,0.9304,0.008580958,0
CCCCOCCO,111-76-2,-3.164187119,-3.443445746,-1.432477482,-2.680036782,0,0.000122206,0.015527115,0,0.007870514,111-76-2,111-76-2,4097,24097,DTXSID1024097,2-Butoxyethanol,CCCCOCCO,"InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",POAOYUHQDCAZBD-UHFFFAOYSA-N,0,0.9311,0.9066,0.006499009,0
,24307-26-4,0,-0.857805639,-1.423277046,-0.760360895,0,0.000119991,0.015367335,0,0.007808214,24307-26-4,24307-26-4,4170,24170,DTXSID1024170,Mepiquat chloride,C[N+]1(C)CCCCC1,"InChI=1S/C7H16N/c1-8(2)6-4-3-5-7-8/h3-7H2,1-2H3/q+1",NNCAWEWCFVZOGF-UHFFFAOYSA-N,0,0.9729,0.9692,0.006978831,0
N#CS,1762-95-4,-1.379825173,-1.425635857,-1.352676634,-1.386045888,0,0.0001042,0.014184839,0,0.007345905,1762-95-4,1762-95-4,9653,29653,DTXSID3029653,"Thiocyanic acid, ammonium salt",N#CS,InChI=1S/CHNS/c2-1-3/h3H,ZMZDMBWJUHKJPS-UHFFFAOYSA-N,0,0.9892,0.989,0.005323822,0
COCCOCCOCCOC,112-49-2,-1.054954841,-1.238598721,-1.085654157,-1.126402573,0,6.03803E-05,0.010362325,0,0.005826902,112-49-2,112-49-2,6224,26224,DTXSID8026224,Triethylene glycol dimethyl ether,COCCOCCOCCOC,"InChI=1S/C8H18O4/c1-9-3-5-11-7-8-12-6-4-10-2/h3-8H2,1-2H3",YFNKIDBQEZZDLK-UHFFFAOYSA-N,0,0.956,0.9369,0.004418505,0
OCCOCCOCCO,112-27-6,-0.511175093,-1.408309446,-1.000186105,-0.973223548,0,5.05017E-05,0.009336622,0,0.005408994,112-27-6,112-27-6,1393,21393,DTXSID4021393,Triethylene glycol,OCCOCCOCCO,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",ZIBGPFATKBEMQZ-UHFFFAOYSA-N,0,0.9656,0.9451,0.002995573,0
CN(C)N=O,62-75-9,-0.913746102,-0.91876893,-0.957736016,-0.930083683,0,4.61803E-05,0.00885961,0,0.005212449,62-75-9,62-75-9,1029,21029,DTXSID7021029,N-Nitrosodimethylamine,CN(C)N=O,InChI=1S/C2H6N2O/c1-4(2)3-5/h1-2H3,UMFJAHHVKNCGLG-UHFFFAOYSA-N,0,0.96,0.9456,0.005384971,0
CC[N+]([O-])=O,79-24-3,-0.905017648,-0.938743218,-0.894120705,-0.91262719,0,4.03503E-05,0.008183165,0,0.004930895,79-24-3,79-24-3,969,20969,DTXSID8020969,Nitroethane,CC[N+]([O-])=O,"InChI=1S/C2H5NO2/c1-2-3(4)5/h2H2,1H3",MCSAJNNLRCFZED-UHFFFAOYSA-N,0,0.9419,0.9253,0.00825316,0
CCOCCOCCOCCO,112-50-5,-1.584380803,-1.693133151,-0.864268017,-1.38059399,0,3.78602E-05,0.007881061,0,0.004803943,112-50-5,112-50-5,4368,24368,DTXSID3024368,2-[2-(2-Ethoxyethoxy)ethoxy]ethanol,CCOCCOCCOCCO,"InChI=1S/C8H18O4/c1-2-10-5-6-12-8-7-11-4-3-9/h9H,2-8H2,1H3",WFSMVVDJSNMRAR-UHFFFAOYSA-N,0,0.9445,0.9218,0.005079472,0
C[N+](C)(CC=C)CC=C,7398-69-8,-0.259071793,-0.382109822,-0.855381016,-0.49885421,0,3.71473E-05,0.007792967,0,0.00476677,7398-69-8,7398-69-8,7650,27650,DTXSID4027650,Dimethyldiallylammonium chloride,C[N+](C)(CC=C)CC=C,"InChI=1S/C8H16N/c1-5-7-9(3,4)8-6-2/h5-6H,1-2,7-8H2,3-4H3/q+1",YIOJGTBNHQAVBO-UHFFFAOYSA-N,0,0.9651,0.9543,0.005871925,0
OCCOCCO,111-46-6,-2.402153707,-2.266292997,-0.583081264,-1.750509323,0,2.05381E-05,0.005470247,0,0.00375451,111-46-6,111-46-6,462,20462,DTXSID8020462,Diethylene glycol,OCCOCCO,"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",MTHSVFCYNBDYFN-UHFFFAOYSA-N,0,0.9648,0.9444,0.003173278,0
COCCOCCO,111-77-3,-2.066677514,-2.463396575,-0.382695747,-1.637589946,0,1.31129E-05,0.00416688,0,0.003146934,111-77-3,111-77-3,5049,25049,DTXSID3025049,Diethylene glycol monomethyl ether,COCCOCCO,"InChI=1S/C5H12O3/c1-7-4-5-8-3-2-6/h6H,2-5H2,1H3",SBASXUCJHJRPEV-UHFFFAOYSA-N,0,0.9483,0.9282,0.005485316,0
,2321-07-5,0,0,0,0,1,5.40354E-06,0.00241039,0,0.002241769,2321-07-5,2321-07-5,18887,38887,DTXSID0038887,Fluorescein,Oc1cc2Oc3cc(O)ccc3C3(OC(=O)c4ccccc34)c2cc1,"InChI=1S/C20H12O5/c21-11-5-7-15-17(9-11)24-18-10-12(22)6-8-16(18)20(15)14-4-2-1-3-13(14)19(23)25-20/h1-10,21-22H",GNBHRKFJIUUOQI-UHFFFAOYSA-N,1,0.8862,0.9168,0.541619513,1
,2554-06-5,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,2554-06-5,2554-06-5,18808,38808,DTXSID3038808,"1,3,5,7-Tetramethyl-1,3,5,7-tetravinylcyclotetrasiloxane",C[Si]1(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1,"InChI=1S/C12H24O4Si4/c1-9-17(5)13-18(6,10-2)15-20(8,12-4)16-19(7,11-3)14-17/h9-12H,1-4H2,5-8H3",VMAWODUEPLAHOE-UHFFFAOYSA-N,0,0.9702,0.9588,0.004956858,0
,2610-11-9,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,2610-11-9,2610-11-9,21726,41726,DTXSID5041726,C.I. Direct Red 81 disodium salt,Oc1c(N=Nc2ccc(cc2)N=Nc2ccc(cc2)S(O)(=O)=O)c(cc2cc(ccc12)NC(=O)c1ccccc1)S(O)(=O)=O,"InChI=1S/C29H21N5O8S2/c35-28-25-15-12-23(30-29(36)18-4-2-1-3-5-18)16-19(25)17-26(44(40,41)42)27(28)34-33-21-8-6-20(7-9-21)31-32-22-10-13-24(14-11-22)43(37,38)39/h1-17,35H,(H,30,36)(H,37,38,39)(H,40,41,42)/b32-31+,34-33+",IGXZMQCLUNTWCC-HSBKYFPUSA-N,0,0.9072,0.9125,0.100538474,0
,3913-02-8,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,3913-02-8,3913-02-8,24818,44818,DTXSID0044818,2-Butyloctan-1-ol,CCCCC(CO)CCCCCC,"InChI=1S/C12H26O/c1-3-5-7-8-10-12(11-13)9-6-4-2/h12-13H,3-11H2,1-2H3",XMVBHZBLHNOQON-UHFFFAOYSA-N,0,0.9339,0.91,0.006754435,0
,4574-04-3,0,0,0,0,1,5.40354E-06,0.00241039,0,0.002241769,4574-04-3,4574-04-3,21289,41289,DTXSID9041289,"Myristyltrimethylammonium chlorideN,N,N-Trimethyltetradecan-1-aminium chloride",CCCCCCCCCCCCCC[N+](C)(C)C,"InChI=1S/C17H38N/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18(2,3)4/h5-17H2,1-4H3/q+1",GLFDLEXFOHUASB-UHFFFAOYSA-N,1,0.9373,0.9282,0.016183966,0
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O,6893-02-3,-10.29252561,0,0,-3.430841871,0,5.40354E-06,0.00241039,0,0.002241769,6893-02-3,6893-02-3,3216,23216,DTXSID8023216,"3,5,3'-Triiodothyronine",N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O,"InChI=1S/C15H12I3NO4/c16-9-6-8(1-2-13(9)20)23-14-10(17)3-7(4-11(14)18)5-12(19)15(21)22/h1-4,6,12,20H,5,19H2,(H,21,22)/t12-/m0/s1",AUYYCJSJGJYCDS-LBPRGKRZSA-N,0,0.894,0.8974,0.129999991,0
,10081-67-1,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,10081-67-1,10081-67-1,7721,27721,DTXSID0027721,4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline,CC(C)(c1ccc(cc1)Nc1ccc(cc1)C(C)(C)c1ccccc1)c1ccccc1,"InChI=1S/C30H31N/c1-29(2,23-11-7-5-8-12-23)25-15-19-27(20-16-25)31-28-21-17-26(18-22-28)30(3,4)24-13-9-6-10-14-24/h5-22,31H,1-4H3",UJAWGGOCYUPCPS-UHFFFAOYSA-N,0,0.9023,0.9081,0.118909701,0
,101463-69-8,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,101463-69-8,101463-69-8,21978,41978,DTXSID1041978,Flufenoxuron,O=C(Nc1ccc(cc1F)Oc1ccc(cc1Cl)C(F)(F)F)NC(=O)c1c(F)cccc1F,"InChI=1S/C21H11ClF6N2O3/c22-12-8-10(21(26,27)28)4-7-17(12)33-11-5-6-16(15(25)9-11)29-20(32)30-19(31)18-13(23)2-1-3-14(18)24/h1-9H,(H2,29,30,31,32)",RYLHNOVXKPXDIP-UHFFFAOYSA-N,0,0.8969,0.9085,0.190977437,0
CN(C)c1ccc(Cc2ccc(cc2)N(C)C)cc1,101-61-1,-8.931983756,0,0,-2.977327919,0,5.40354E-06,0.00241039,0,0.002241769,101-61-1,101-61-1,869,20869,DTXSID5020869,"4,4'-Methylenebis(N,N-dimethylaniline)",CN(C)c1ccc(Cc2ccc(cc2)N(C)C)cc1,"InChI=1S/C17H22N2/c1-18(2)16-9-5-14(6-10-16)13-15-7-11-17(12-8-15)19(3)4/h5-12H,13H2,1-4H3",JNRLEMMIVRBKJE-UHFFFAOYSA-N,0,0.9086,0.9088,0.070633688,0
CC(=O)OC(COC(C)=O)COC(C)=O,102-76-1,-4.29068674,-4.466148573,0,-2.918945105,0,5.40354E-06,0.00241039,0,0.002241769,102-76-1,102-76-1,6691,26691,DTXSID3026691,Triacetin,CC(=O)OC(COC(C)=O)COC(C)=O,"InChI=1S/C9H14O6/c1-6(10)13-4-9(15-8(3)12)5-14-7(2)11/h9H,4-5H2,1-3H3",URAYPUMNDPQOKB-UHFFFAOYSA-N,0,0.935,0.9084,0.005451797,0
CCCCN(CCCC)CCCC,102-82-9,-4.853859189,-5.00599269,0,-3.286617293,0,5.40354E-06,0.00241039,0,0.002241769,102-82-9,102-82-9,6183,26183,DTXSID4026183,Tributylamine,CCCCN(CCCC)CCCC,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3",IMFACGCPASFAPR-UHFFFAOYSA-N,0,0.9466,0.9248,0.005210422,0
,103055-07-8,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,103055-07-8,103055-07-8,14357,34357,DTXSID5034357,Lufenuron,O=C(Nc1cc(Cl)c(cc1Cl)OC(F)(F)C(F)C(F)(F)F)NC(=O)c1c(F)cccc1F,"InChI=1S/C17H8Cl2F8N2O3/c18-6-5-11(32-17(26,27)14(22)16(23,24)25)7(19)4-10(6)28-15(31)29-13(30)12-8(20)2-1-3-9(12)21/h1-5,14H,(H2,28,29,30,31)",PWPJGUXAGUPAHP-UHFFFAOYSA-N,0,0.8925,0.9003,0.173801267,0
,103-23-1,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,103-23-1,103-23-1,606,20606,DTXSID0020606,Di(2-ethylhexyl) adipate,CCCCC(COC(=O)CCCCC(=O)OCC(CCCC)CC)CC,"InChI=1S/C22H42O4/c1-5-9-13-19(7-3)17-25-21(23)15-11-12-16-22(24)26-18-20(8-4)14-10-6-2/h19-20H,5-18H2,1-4H3",SAOKZLXYCUGLFA-UHFFFAOYSA-N,0,0.9268,0.8943,0.004763471,0
,103-24-2,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,103-24-2,103-24-2,6697,26697,DTXSID3026697,Bis(2-ethylhexyl) nonanedioate,CCCCC(COC(=O)CCCCCCCC(=O)OCC(CCCC)CC)CC,"InChI=1S/C25H48O4/c1-5-9-16-22(7-3)20-28-24(26)18-14-12-11-13-15-19-25(27)29-21-23(8-4)17-10-6-2/h22-23H,5-21H2,1-4H3",ZDWGXBPVPXVXMQ-UHFFFAOYSA-N,0,0.9259,0.8938,0.005032685,0
